,date,Civilian Unemployment Rate,Unemployment Rate: White,Unemployment Rate: Hispanic or Latino,Unemployment Rate: Black or African American,Unemployment Rate: Asian,Unemployment Rate: Men,Unemployment Rate: Women,Unemployment Rate: 20 to 24 years,Unemployment Rate: 25 to 34 years,Unemployment Rate: 35 to 44 years,Unemployment Rate: 45 to 54 years,Unemployment Rate: 55 years and over,"Unemployment Rate: Less than a High School Diploma, 25 years and over","Unemployment Rate: High School Graduates, No College, 25 years and over","Unemployment Rate: College Graduates: Bachelor's Degree and Higher, 25 years and over","Unemployment Rate - College Graduates - Master's Degree, 25 years and over","Unemployment Rate - College Graduates - Doctoral Degree, 25 years and over"
796,1954-11-01,5.3,4.7,,,,5.2,5.6,9.6,5.0,4.1,4.2,4.7,,,,,
797,1954-10-01,5.7,5.1,,,,5.7,5.8,9.0,6.1,4.6,4.5,4.7,,,,,
798,1954-09-01,6.1,5.9,,,,6.0,6.4,10.7,5.8,5.7,4.4,4.5,,,,,
799,1954-08-01,6.0,5.6,,,,6.0,6.2,9.1,6.0,4.9,4.5,4.6,,,,,
800,1954-07-01,5.8,5.3,,,,5.6,6.3,9.1,5.5,4.7,4.6,4.6,,,,,
801,1954-06-01,5.6,5.0,,,,5.3,6.2,8.8,5.5,4.9,4.8,4.6,,,,,
802,1954-05-01,5.9,5.3,,,,5.7,6.3,9.4,5.9,4.9,4.7,4.7,,,,,
803,1954-04-01,5.9,5.5,,,,5.6,6.4,9.8,5.5,4.4,4.8,4.7,,,,,
804,1954-03-01,5.7,5.0,,,,5.3,6.4,9.2,5.4,4.3,4.5,4.6,,,,,
805,1954-02-01,5.2,4.9,,,,4.9,5.9,9.2,4.8,4.1,4.0,3.8,,,,,
806,1954-01-01,4.9,4.5,,,,4.4,5.9,8.7,4.3,3.7,3.8,3.6,,,,,
807,1953-12-01,4.5,,,,,4.2,5.1,8.3,4.0,3.3,3.4,3.5,,,,,
808,1953-11-01,3.5,,,,,3.4,3.7,6.0,3.4,2.5,2.8,3.1,,,,,
809,1953-10-01,3.1,,,,,2.9,3.6,4.3,2.9,2.5,2.5,2.4,,,,,
810,1953-09-01,2.9,,,,,2.7,3.4,5.1,2.4,2.1,2.6,2.8,,,,,
811,1953-08-01,2.7,,,,,2.5,3.0,5.2,2.2,2.0,1.6,2.3,,,,,
812,1953-07-01,2.6,,,,,2.5,2.9,3.7,2.1,2.0,1.9,2.7,,,,,
813,1953-06-01,2.5,,,,,2.4,2.8,4.2,2.2,1.9,2.1,2.0,,,,,
814,1953-05-01,2.5,,,,,2.5,2.7,3.8,2.5,1.9,2.3,2.0,,,,,
815,1953-04-01,2.7,,,,,2.6,3.0,4.6,2.3,2.1,2.0,2.4,,,,,
816,1953-03-01,2.6,,,,,2.3,3.2,4.2,1.9,2.1,2.0,2.5,,,,,
817,1953-02-01,2.6,,,,,2.4,2.9,3.6,2.3,1.7,2.1,2.6,,,,,
818,1953-01-01,2.9,,,,,2.8,3.1,4.0,2.8,2.1,2.3,2.5,,,,,
819,1952-12-01,2.7,,,,,2.5,3.1,4.7,2.2,1.8,1.9,2.3,,,,,
820,1952-11-01,2.8,,,,,2.5,3.4,4.1,2.6,2.2,2.1,2.1,,,,,
821,1952-10-01,3.0,,,,,2.6,3.8,4.8,2.6,2.3,2.1,2.3,,,,,
822,1952-09-01,3.1,,,,,3.0,3.3,5.9,2.9,1.9,2.2,2.7,,,,,
823,1952-08-01,3.4,,,,,3.2,3.8,5.0,2.9,2.8,2.5,3.0,,,,,
824,1952-07-01,3.2,,,,,3.0,3.7,4.7,2.8,2.5,2.4,2.8,,,,,
825,1952-06-01,3.0,,,,,2.8,3.5,4.3,2.4,2.3,2.7,2.5,,,,,
826,1952-05-01,3.0,,,,,2.6,3.9,4.4,2.5,2.1,2.3,2.7,,,,,
827,1952-04-01,2.9,,,,,2.7,3.5,4.5,2.6,2.2,2.1,2.6,,,,,
828,1952-03-01,2.9,,,,,2.7,3.5,4.4,2.2,2.1,2.5,2.6,,,,,
829,1952-02-01,3.1,,,,,2.8,3.8,4.4,2.8,2.6,2.3,2.6,,,,,
830,1952-01-01,3.2,,,,,2.8,3.9,4.2,2.9,2.3,2.4,2.5,,,,,
831,1951-12-01,3.1,,,,,2.7,4.2,3.8,3.0,2.4,2.6,2.8,,,,,
832,1951-11-01,3.5,,,,,3.1,4.5,4.7,3.1,2.8,2.6,3.3,,,,,
833,1951-10-01,3.5,,,,,3.1,4.5,4.4,3.3,2.6,2.8,3.6,,,,,
834,1951-09-01,3.3,,,,,2.8,4.6,4.2,3.2,2.5,3.2,2.7,,,,,
835,1951-08-01,3.1,,,,,2.8,3.9,3.5,2.9,2.5,2.8,2.4,,,,,
836,1951-07-01,3.1,,,,,2.7,4.0,4.1,2.7,2.3,2.6,2.7,,,,,
837,1951-06-01,3.2,,,,,2.8,4.3,4.1,2.7,2.4,2.8,3.1,,,,,
838,1951-05-01,3.0,,,,,2.5,4.2,3.7,2.7,2.3,2.7,2.9,,,,,
839,1951-04-01,3.1,,,,,2.5,4.4,4.1,2.6,2.2,2.5,3.1,,,,,
840,1951-03-01,3.4,,,,,2.7,4.9,4.3,3.1,2.5,2.6,3.1,,,,,
841,1951-02-01,3.4,,,,,3.0,4.5,3.9,3.1,2.6,2.6,3.8,,,,,
842,1951-01-01,3.7,,,,,3.3,4.6,4.5,3.2,3.0,2.8,3.8,,,,,
843,1950-12-01,4.3,,,,,3.8,5.2,5.1,3.8,3.2,3.1,4.2,,,,,
844,1950-11-01,4.2,,,,,3.7,5.2,5.7,3.8,3.1,3.3,4.0,,,,,
845,1950-10-01,4.2,,,,,3.9,4.8,4.8,3.5,3.0,3.5,4.1,,,,,
846,1950-09-01,4.4,,,,,4.2,5.1,7.4,3.7,3.3,3.4,3.8,,,,,
847,1950-08-01,4.5,,,,,4.3,4.8,6.4,3.9,3.3,3.5,4.0,,,,,
848,1950-07-01,5.0,,,,,4.8,5.6,7.2,4.8,3.6,4.1,4.3,,,,,
849,1950-06-01,5.4,,,,,5.1,6.1,7.7,5.0,3.7,4.1,5.5,,,,,
850,1950-05-01,5.5,,,,,5.4,5.8,8.1,5.3,4.2,4.1,4.7,,,,,
851,1950-04-01,5.8,,,,,5.9,5.4,8.4,5.2,4.3,4.6,5.5,,,,,
852,1950-03-01,6.3,,,,,6.1,6.7,8.9,5.7,4.7,5.0,5.3,,,,,
853,1950-02-01,6.4,,,,,6.2,6.8,9.9,5.7,4.4,5.3,5.2,,,,,
854,1950-01-01,6.5,,,,,6.4,6.9,10.4,6.0,4.1,5.3,5.3,,,,,
855,1949-12-01,6.6,,,,,6.5,6.8,9.4,6.1,5.0,4.9,5.5,,,,,
856,1949-11-01,6.4,,,,,6.5,6.3,9.9,5.8,5.1,4.8,5.5,,,,,
857,1949-10-01,7.9,,,,,8.4,6.8,11.2,8.3,5.8,5.8,5.9,,,,,
858,1949-09-01,6.6,,,,,6.5,6.8,10.2,5.7,5.2,4.5,6.3,,,,,
859,1949-08-01,6.8,,,,,6.8,6.8,11.1,5.9,5.1,4.7,6.2,,,,,
860,1949-07-01,6.7,,,,,6.7,6.8,10.6,6.1,4.9,4.7,6.1,,,,,
861,1949-06-01,6.2,,,,,6.2,6.2,9.7,6.1,4.4,4.2,5.3,,,,,
862,1949-05-01,6.1,,,,,6.1,6.0,9.7,5.5,4.4,4.3,5.3,,,,,
863,1949-04-01,5.3,,,,,5.3,5.5,8.1,4.9,3.9,3.8,4.4,,,,,
864,1949-03-01,5.0,,,,,5.1,4.6,7.8,4.1,3.6,3.5,4.3,,,,,
865,1949-02-01,4.7,,,,,4.6,4.8,7.5,4.0,3.5,3.5,4.0,,,,,
866,1949-01-01,4.3,,,,,4.2,4.4,6.7,3.8,3.0,3.2,3.5,,,,,
867,1948-12-01,4.0,,,,,3.9,4.2,6.4,3.3,2.7,3.2,3.9,,,,,
868,1948-11-01,3.8,,,,,3.7,3.9,5.4,3.5,2.5,2.7,3.7,,,,,
869,1948-10-01,3.7,,,,,3.6,4.0,5.2,3.4,2.5,2.6,3.2,,,,,
870,1948-09-01,3.8,,,,,3.7,4.1,5.5,3.4,2.7,3.2,3.2,,,,,
871,1948-08-01,3.9,,,,,3.6,4.4,5.7,3.6,2.8,2.7,3.3,,,,,
872,1948-07-01,3.6,,,,,3.4,4.2,6.2,2.9,2.5,2.5,2.8,,,,,
873,1948-06-01,3.6,,,,,3.3,4.3,6.0,3.0,2.6,2.4,2.8,,,,,
874,1948-05-01,3.5,,,,,3.5,3.7,6.6,3.0,2.6,2.4,3.1,,,,,
875,1948-04-01,3.9,,,,,3.8,4.3,6.8,3.4,2.9,2.6,3.0,,,,,
876,1948-03-01,4.0,,,,,3.8,4.4,7.6,2.9,2.7,2.6,3.0,,,,,
877,1948-02-01,3.8,,,,,3.6,4.5,6.3,3.3,2.5,2.8,3.1,,,,,
878,1948-01-01,3.4,,,,,3.4,3.3,5.8,3.0,2.0,2.2,2.9,,,,,
